source_string,target_string,license,latin,arabic
Your search did not match any message.,ⵓⵔ ⵉⵎⵙⴰⵙⴰ ⵓⵔⵣⵓ ⵏⵏⴽ ⴰⴽⴷ ⴽⵔⴰⵢⴳⴰⵜⵜ ⵜⴰⴱⵔⴰⵜ.,AGPL-3.0-or-later,ur imsasa urzu nnk akd kraygatt tabrat.,ور يمساسا ورزو ننك اكد كرايڭاتت تابرات.
Bookmark message,ⵔⵏⵓ ⴳ ⵜⵙⵏⴰ ⵏ ⵜⵎⵉⵜⴰⵔ,AGPL-3.0-or-later,rnu g tsna n tmitar,رنو ڭ تسنا ن تميتار
Unbookmark message,ⴽⴽⵙ ⵜⴰⵙⵏⴰ ⵏ ⵜⵎⵉⵜⴰⵔ,AGPL-3.0-or-later,kks tasna n tmitar,ككس تاسنا ن تميتار
bookmarks,ⵜⴰⵙⵏⴰ ⵏ ⵜⵎⵉⵜⴰⵔ,AGPL-3.0-or-later,tasna n tmitar,تاسنا ن تميتار
API key,ⵜⴰⵙⴰⵔⵓⵜ ⵏ API,AGPL-3.0-or-later,tasarut n API,تاساروت ن API
Reset the API key (you will be disconnected),ⵙⵏⴼⵍ ⵜⴰⵙⴰⵔⵓⵜ ⵏ API (ⵔⴰⴷ ⵉⵜⵜⵡⴰⴽⴽⵙ ⵓⵎⵢⴰⵡⴰⴹ ⵏⵏⴽ),AGPL-3.0-or-later,snfl tasarut n API (rad ittwakks umyawaḍ nnk),سنفل تاساروت ن API (راد يتتواككس ومياواض ننك)
Video is not ready yet.,ⵉⵙⵓⵍ ⵓⵔ ⵉⵡⵊⵉⴷ ⵓⴼⵉⴷⵢⵓ.,AGPL-3.0-or-later,isul ur iwjid ufidyu.,يسول ور يوجيد وفيديو.
Message added to bookmarks !,ⵜⵓⴷⴼ ⵜⴱⵔⴰⵜ ⵖⵔ ⵜⵙⵏⴰ ⵏ ⵜⵎⵉⵜⴰⵔ !,AGPL-3.0-or-later,tudf tbrat ghr tsna n tmitar !,تودف تبرات غر تسنا ن تميتار !
Message removed from bookmarks !,ⵜⴻⵜⵜⵡⴰⴽⴽⵙ ⵜⴱⵔⴰⵜ ⵙⴳ ⵜⵙⵏⴰ ⵏ ⵜⵎⵉⵜⴰⵔ !,AGPL-3.0-or-later,tettwakks tbrat sg tsna n tmitar !,ت°تتواككس تبرات سڭ تسنا ن تميتار !
Parent message,ⵜⴰⴱⵔⴰⵜ ⵏ ⵉⵎⴰⵔⴰⵡⵏ,AGPL-3.0-or-later,tabrat n imarawn,تابرات ن يماراون
Today,ⴰⵙⵙ ⴰⴷ,GPL-3.0-or-later,ass ad,اسس اد
Tomorrow,ⴰⵙⴽⴽⴰ,GPL-3.0-or-later,askka,اسككا
Unknown,ⵓⵔ ⵉⵜⵜⵡⴰⵙⵙⵏ,GPL-3.0-or-later,ur ittwassn,ور يتتواسسن
Min:,ⴰⵎⴷⵔⵓⵙ:,GPL-3.0-or-later,amdrus:,امدروس:
Max:,ⴰⵎⵓⵣⵣⵓⵔ:,GPL-3.0-or-later,amuzzur:,اموززور:
Weather,ⴰⵏⵣⵡⵉ,GPL-3.0-or-later,anzwi,انزوي
Automatically adjust context when same string already exists.,ⵙⴳⴳⴷ ⵙ ⵜⵎⴰⵎⴽⵜ ⵜⴰⵡⵓⵔⵎⴰⵏⵜ ⴰⴷⴷⴰⵢ ⵢⵉⵍⵉ ⵢⴰⵏ ⵓⵙⴷⴷⵉ ⵏⵏⵉⵜ.,GPL-3.0-only,sggd s tmamkt tawurmant adday yili yan usddi nnit.,سڭڭد س تمامكت تاوورمانت ادداي ييلي يان وسددي ننيت.
Automatically adjust context when same string already exists.,ⵙⴳⴳⴷ ⵙ ⵜⵎⴰⵎⴽⵜ ⵜⴰⵡⵓⵔⵎⴰⵏⵜ ⴰⵎⵏⴰⴹ ⴰⴷⴷⴰⵢ ⵢⵉⵍⵉ ⵢⴰⵏ ⵓⵙⴷⴷⵉ ⵏⵏⵉⵜ.,GPL-3.0-only,sggd s tmamkt tawurmant amnaḍ adday yili yan usddi nnit.,سڭڭد س تمامكت تاوورمانت امناض ادداي ييلي يان وسددي ننيت.
Generate Unknown Horizons scenario data,ⴰⵙⵎⴰⵔ ⵏ ⵜⵎⵓⵛⴰ ⵏ ⵓⵙⵉⵏⴰⵔⵢⵓ ⵏ ⵉⵎⵏⵉⴷⵏ ⵏⵏⴰ ⵓⵔ ⵉⵜⵜⵡⴰⵙⵙⵏⵏ,GPL-3.0-or-later,asmar n tmusha n usinaryu n imnidn nna ur ittwassnn,اسمار ن تموشا ن وسيناريو ن يمنيدن ننا ور يتتواسسنن
Reset repository to upstream,ⴰⵍⵙ ⴰⵙⴳⴳⴷ ⵏ ⵜⵙⵏⴳⵉⵜ ⴳ ⵓⴼⵍⵍⴰ,GPL-3.0-or-later,als asggd n tsngit g uflla,الس اسڭڭد ن تسنڭيت ڭ وفللا
Discards all changes in the Weblate repository each night.,"ⴽⵓ ⵉⴹ, ⴱⵏⵏⵣ ⵇⴰⵃ ⵉⵙⵏⴼⵍⵏ ⴳ ⵜⵙⴳⵉⵜ ⵏ Weblate.",GPL-3.0-or-later,"ku iḍ, bnnz qaḥ isnfln g tsgit n Weblate.","كو يض, بننز قاح يسنفلن ڭ تسڭيت ن Weblate."
Choose the billing plan you want to update,ⵙⵜⵉ ⴰⵖⴰⵡⴰⵙ ⵏ ⵓⴼⴰⵜⵔ ⵏⵏⴰ ⵜⵔⵉⴷ ⴰⴷ ⵜⵙⵎⴰⵢⵏⵓⴷ,GPL-3.0-or-later,sti aghawas n ufatr nna trid ad tsmaynud,ستي اغاواس ن وفاتر ننا تريد اد تسماينود
Create new billing plan,ⵙⴽⵔ ⴰⵖⴰⵡⴰⵙ ⴰⵎⴰⵢⵏⵓ ⵏ ⵓⴼⴰⵜⵔ,GPL-3.0-or-later,skr aghawas amaynu n ufatr,سكر اغاواس اماينو ن وفاتر
Create billing plan,ⵙⴽⵔ ⴰⵖⴰⵡⴰⵙ ⵏ ⵓⴼⴰⵜⵔ,GPL-3.0-or-later,skr aghawas n ufatr,سكر اغاواس ن وفاتر
New billing plan,ⴰⵖⴰⵡⴰⵙ ⴰⵎⴰⵢⵏⵓ ⵏ ⵓⴼⴰⵜⵔ,GPL-3.0-or-later,aghawas amaynu n ufatr,اغاواس اماينو ن وفاتر
Please choose a hosting plan that fits the size of your project.,ⵙⵜⵉ ⴽⵔⴰ ⵏ ⵓⵖⴰⵡⴰⵙ ⵏ ⵓⵙⵏⵓⴱⴳ ⵉⵎⵙⴰⵙⴰⵏ ⴷ ⵓⵙⵖⵏⵓ ⵏⵏⴽ.,GPL-3.0-or-later,sti kra n ughawas n usnubg imsasan d usghnu nnk.,ستي كرا ن وغاواس ن وسنوبڭ يمساسان د وسغنو ننك.
Current billing status,ⴰⵙⵓⵔⵙ ⵏ ⵓⴼⴰⵜⵔ ⴰⴷⵡⴰⵍⵉ,GPL-3.0-or-later,asurs n ufatr adwali,اسورس ن وفاتر ادوالي
Too small for your project.,ⵉⵎⵥⵥⵉ ⴽⵉⴳⴰⵏ ⵉ ⵓⵙⵖⵏⵓ ⵏⵏⴽ.,GPL-3.0-or-later,imẓẓi kigan i usghnu nnk.,يمزّزّي كيڭان ي وسغنو ننك.
Too small,ⵉⵎⵥⵥⵉ ⴽⵉⴳⴰⵏ,GPL-3.0-or-later,imẓẓi kigan,يمزّزّي كيڭان
Selected plan,ⴰⵖⴰⵡⴰⵙ ⵉⵜⵜⵡⴰⵙⴰⵜⴰⵢⵏ,GPL-3.0-or-later,aghawas ittwasatayn,اغاواس يتتواساتاين
Unlimited,ⴰⵔⵡⵜⵜⵓ,GPL-3.0-or-later,arwttu,اروتتو
Component limit,ⴰⵡⵜⵜⵓ ⵏ ⵓⴼⵔⴷⵉⵙ,GPL-3.0-or-later,awttu n ufrdis,اوتتو ن وفرديس
'%(price)s EUR / month','%(price)s ⵓⵕⵓ / ⴰⵢⵢⵓⵔ',GPL-3.0-or-later,'%(price)s uṛu / ayyur','%(price)s ورو / اييور'
'%(price)s EUR including VAT','%(price)s ⵓⵕⵓ ⵙ ⵓⵔⴳⴰⵢ ⵏ ⵡⴰⵜⵉⴳ ⵉⵙⵎⴷⵏ',GPL-3.0-or-later,'%(price)s uṛu s urgay n watig ismdn','%(price)s ورو س ورڭاي ن واتيڭ يسمدن'
'%(price)s EUR / year','%(price)s ⵓⵕⵓ / ⴰⵙⴳⴳⵯⴰⵙ',GPL-3.0-or-later,'%(price)s uṛu / asggⵯas','%(price)s ورو / اسڭڭⵯاس'
All listed prices exclude VAT.,ⵎⴰⵕⵕⴰ ⴰⵜⵉⴳⵏ ⵉⵍⵍⴰⵏ ⵏⵏⴰ ⵓⵔ ⵖⵓⵔⵙⵏ ⴰⵔⴳⴰⵢ ⵏ ⵡⴰⵜⵉⴳ ⵉⵙⵎⴷⵏ.,GPL-3.0-or-later,maṛṛa atign illan nna ur ghursn argay n watig ismdn.,ماررا اتيڭن يللان ننا ور غورسن ارڭاي ن واتيڭ يسمدن.
Payment card,ⵜⴰⴽⴰⵕⴹⴰ ⵏ ⵍⴱⴰⵏⴽ,GPL-3.0-or-later,takaṛḍa n lbank,تاكارضا ن لبانك
Payment cancelled,ⵜⴻⵜⵜⵓⵙⵙⵔ ⵜⴼⵔⵉ,GPL-3.0-or-later,tettussr tfri,ت°تتوسسر تفري
Payment error,ⵜⴰⵣⴳⵍⵜ ⴳ ⵜⴼⵔⵉ,GPL-3.0-or-later,tazglt g tfri,تازڭلت ڭ تفري
Bitcoin,ⴱⵉⵜⴽⵓⵏ,GPL-3.0-or-later,bitkun,بيتكون
IBAN bank transfer,ⴰⵙⵎⵓⵜⵜⵉ ⵏ ⵍⴱⴰⵏⴽ IBAN,GPL-3.0-or-later,asmutti n lbank IBAN,اسموتتي ن لبانك IBAN
Issuing bank,ⵍⴱⴰⵏⴽ ⴰⵎⵙⵙⵉⴼⴹ,GPL-3.0-or-later,lbank amssifḍ,لبانك امسسيفض
Account holder,ⴱⴰⴱ ⵏ ⵓⵎⵉⴹⴰⵏ,GPL-3.0-or-later,bab n umiḍan,باب ن وميضان
Account number,ⵓⵟⵟⵓⵏ ⵏ ⵓⵎⵉⴹⴰⵏ,GPL-3.0-or-later,uṭṭun n umiḍan,وططون ن وميضان
SWIFT code,ⵉⵏⵉⴳⵍ ⵏ SWIFT,GPL-3.0-or-later,inigl n SWIFT,ينيڭل ن SWIFT
Reference,ⵜⴰⵙⴰⵖⵓⵍⵜ,GPL-3.0-or-later,tasaghult,تاساغولت
European VAT ID,ⴰⵎⵙⵉⴽⵣ ⵏ ⵓⵕⵓⴱⴱⴰ ⵏ ⵓⵔⴳⴰⵢ ⵏ ⵡⴰⵜⵉⴳ ⵉⵙⵎⴷⵏ,GPL-3.0-or-later,amsikz n uṛubba n urgay n watig ismdn,امسيكز ن وروببا ن ورڭاي ن واتيڭ يسمدن
Tax registration,ⵓⵟⵟⵓⵏ ⵏ ⵓⵔⴳⴰⵢ,GPL-3.0-or-later,uṭṭun n urgay,وططون ن ورڭاي
Company or individual name,ⵉⵙⵎ ⵏ ⵜⵎⵙⵙⵓⵔⵜ ⵏⵉⵖ ⵓⴳⴳⵉⴷ,GPL-3.0-or-later,ism n tmssurt nigh uggid,يسم ن تمسسورت نيغ وڭڭيد
Address,ⴰⵏⵙⴰ,GPL-3.0-or-later,ansa,انسا
Postcode and city,ⵉⵏⵉⴳⵍ ⴰⵙⴰⵡⴰⵢ ⴷ ⵜⵖⵔⵎⵜ,GPL-3.0-or-later,inigl asaway d tghrmt,ينيڭل اساواي د تغرمت
Country,ⴰⵡⴰⵏⴽ,GPL-3.0-or-later,awank,اوانك
Annual,ⴰⵙⴳⵯⵙⴰⵏ,GPL-3.0-or-later,asgⵯsan,اسڭⵯسان
Biannual,ⴰⵣⴳⵏ - ⴰⵙⴳⵯⵙⴰⵏ,GPL-3.0-or-later,azgn - asgⵯsan,ازڭن - اسڭⵯسان
Quarterly,ⴰⴽⵕⴰⴹⵢⵓⵔⴰⵏ,GPL-3.0-or-later,akṛaḍyuran,اكراضيوران
Monthly,ⴰⵢⵢⵓⵔⴰⵏ,GPL-3.0-or-later,ayyuran,اييوران
Onetime,ⵢⴰⵜ ⵜⵉⴽⴽⵍⵜ,GPL-3.0-or-later,yat tikklt,يات تيككلت
Payment rejected,ⵜⴻⵜⵜⵡⴰⴳⵉ ⵜⴼⵔⵉ,GPL-3.0-or-later,tettwagi tfri,ت°تتواڭي تفري
Payment accepted,ⵜⴽⵛⵎ ⵜⴼⵔⵉ,GPL-3.0-or-later,tkshm tfri,تكشم تفري
SCORE,ⵜⴰⵢⴰⴼⵓⵜ,GPL-3.0-or-later,tayafut,تايافوت
BEST,ⴰⵎⴰⴼⴰⵢ,GPL-3.0-or-later,amafay,امافاي
Game Over,ⵉⵙⵎⴷ ⵡⵓⵔⴰⵔ,GPL-3.0-or-later,ismd wurar,يسمد وورار
Try Again,ⴰⵍⵙ ⴷⴰⵖ,GPL-3.0-or-later,als dagh,الس داغ
Diamonds,ⵉⴹⵢⴰⵎⵓⵏⴹⵏ,GPL-3.0-or-later,iḍyamunḍn,يضيامونضن
Etar - OpenSource Calendar,ⵉⵜⴰⵔ -ⴰⵙⵎⵍⵓⵙⵙⴰ ⵉⵍⴻⵍⵍⵉ,GPL-3.0-or-later,itar -asmlussa ilelli,يتار -اسملوسسا يل°للي
One-time,ⵢⴰⵜ ⵜⵉⴽⴽⵍⵜ,GPL-3.0-or-later,yat tikklt,يات تيككلت
Today,ⴰⵙⵙ ⴰ,GPL-3.0-or-later,ass a,اسس ا
this month,ⴰⵢⵢⵓⵔ ⴰⴷ,GPL-3.0-or-later,ayyur ad,اييور اد
this week,ⵉⵎⴰⵍⴰⵙⵙ ⴰⴷ,GPL-3.0-or-later,imalass ad,يمالاسس اد
today,ⴰⵙⵙ ⴰⴷ,GPL-3.0-or-later,ass ad,اسس اد
recently,ⴱⵃⵕⴰ,GPL-3.0-or-later,bḥṛa,بحرا
just now,ⴷⵖⵉ,GPL-3.0-or-later,dghi,دغي
d M Y,ⴰⵙ/ⴰⵢ/ⴰⵙⴳ,GPL-3.0-or-later,as/ay/asg,اس/اي/اسڭ
Thank you for your donation.,ⵜⴰⵏⵎⵎⵉⵔⵜ ⵏⵏⴽ ⵅⴼ ⵓⴱⵣⴰⵔ ⵏⵏⴽ.,GPL-3.0-or-later,tanmmirt nnk khf ubzar nnk.,تانمميرت ننك خف وبزار ننك.
User not found!,ⵓⵔ ⵉⵍⵍⵉ ⵓⵏⵙⵎⵔⵙ!,GPL-3.0-or-later,ur illi unsmrs!,ور يللي ونسمرس!
"On this map, one can find and mark nearby defibrillators","ⴳ ⵜⴽⴰⵕⴹⴰ ⴰⴷ, ⵉⵣⵎⵔⵏ ⵓⴼⴳⴰⵏ ⴰⴷ ⵢⴰⴼ ⵓⵎⵍⴰⵏ ⵅⴼ ⵡⴰⵍⵍⴰⵍⵏ ⵏ ⵜⵓⴽⴽⵙⴰ ⵏ ⵜⵔⴳⴰⴳⴰⵢⵜ",GPL-3.0-or-later,"g tkaṛḍa ad, izmrn ufgan ad yaf umlan khf wallaln n tukksa n trgagayt","ڭ تكارضا اد, يزمرن وفڭان اد ياف وملان خف واللالن ن توككسا ن ترڭاڭايت"
Defibrillators,ⴽⵛⵎ ⵖⵔ ⵜⴽⴰⵕⴹⴰ ⵏ AED,GPL-3.0-or-later,kshm ghr tkaṛḍa n AED,كشم غر تكارضا ن AED
Artwork,ⵕⵥⵎ ⵜⴰⴽⴰⵕⴹⴰ ⵏ ⵜⵡⵓⵔⵉ ⵜⴰⵏⴰⵥⵓⵕⵜ,GPL-3.0-or-later,ṛẓm takaṛḍa n twuri tanaẓuṛt,رزّم تاكارضا ن تووري تانازّورت
ATM Machines,ⴰⵍⵍⴰⵍⵏ ⵏ ⵓⵙⴽⵙⵍ ⴰⵡⵓⵔⵎⴰⵏ,GPL-3.0-or-later,allaln n usksl awurman,اللالن ن وسكسل اوورمان
This theme helps with importing data from BAG,ⵉⵜⵜⴰⵡⵙ ⵉⵎⵔⵙⵉ ⴰⴷ ⴳ ⵡⴰⵎⵎⴰⵥ ⵏ ⵜⵎⵓⵛⴰ ⵙⴳ BAG,GPL-3.0-or-later,ittaws imrsi ad g wammaẓ n tmusha sg BAG,يتتاوس يمرسي اد ڭ واممازّ ن تموشا سڭ BAG
This building has no reference in the BAG,ⵜⵓⵚⴽⴰ ⴰⴷ ⵓⵔ ⵖⵓⵔⵙ ⵜⴰⵙⴰⵖⵓⵍⵜ ⴳ BAG,GPL-3.0-or-later,tuṣka ad ur ghurs tasaghult g BAG,توصكا اد ور غورس تاساغولت ڭ BAG
The reference in BAG is <b>{ref:bag}</b>,ⵜⴳⴰ ⵜⵙⴰⵖⵓⵍⵜ ⴳ BAG <b>{ref:bag}</b>,GPL-3.0-or-later,tga tsaghult g BAG <b>{ref:bag}</b>,تڭا تساغولت ڭ BAG <b>{ref:bag}</b>
Buildings from BAG register,ⵜⵓⵚⴽⴰⵡⵉⵏ ⵙⴳ ⵡⴰⵔⵔⴰ ⵏ BAG,GPL-3.0-or-later,tuṣkawin sg warra n BAG,توصكاوين سڭ واررا ن BAG
About,ⵅⴼ,GPL-3.0-only,khf,خف
Activity Tracker,ⴰⵎⴹⴼⴰⵕ ⵏ ⵓⵎⵓⵙⵙⵓ,GPL-3.0-only,amḍfaṛ n umussu,امضفار ن وموسسو
Version,ⵜⵓⵏⵖⵉⵍⵜ,GPL-3.0-only,tunghilt,تونغيلت
Released under the terms of the GNU GPL v3.<br>Source code available on,ⵉⴼⴼⵖ ⴷⴷⴰⵡ ⵏ ⵜⴼⴰⴷⵉⵡⵉⵏ ⵏ GNU GPL v3.<br>ⵉⵏⵉⴳⵍ ⵏ ⵓⵙⴳⴰⵎ ⵉⵍⵍⴰ ⴳ,GPL-3.0-only,iffgh ddaw n tfadiwin n GNU GPL v3.<br>inigl n usgam illa g,يففغ دداو ن تفاديوين ن GNU GPL v3.<br>ينيڭل ن وسڭام يللا ڭ
Part of the icons is made by %1 from %2 is licensed by %3,ⵢⴰⵜ ⵜⵓⵟⵟⵓⵜ ⵙⴳ ⵜⵎⵉⵜⴰⵔ ⵜⴻⵜⵜⵉⵍⵉ ⵙ %1 ⵙⴳ %2 ⵜⴻⵜⵜⵓⵙⵙⵓⵔⴳ ⵙ %3,GPL-3.0-only,yat tuṭṭut sg tmitar tettili s %1 sg %2 tettussurg s %3,يات توططوت سڭ تميتار ت°تتيلي س %1 سڭ %2 ت°تتوسسورڭ س %3
"Thanks to %1 for the icons based on:<br>%3 by %8 from %2,<br>%4 by %9 from %2,<br>%5 by %10 from %2,<br>%6 by %11 from %2,<br>%7 by %12 from %2","ⵙ %1 ⵏ ⵜⵎⵉⵜⴰⵔ ⵉⴱⴷⴷⵏ ⵅⴼ :<br>%3 ⵙ %8 ⵙⴳ %2,<br>%4 ⵙ %9 ⵙⴳ %2,<br>%5 ⵙ %10 ⵙⴳ %2,<br>%6 ⵙ %11 ⵙⴳ %2,<br>%7 ⵙ %12 ⵙⴳ %2",GPL-3.0-only,"s %1 n tmitar ibddn khf :<br>%3 s %8 sg %2,<br>%4 s %9 sg %2,<br>%5 s %10 sg %2,<br>%6 s %11 sg %2,<br>%7 s %12 sg %2","س %1 ن تميتار يبددن خف :<br>%3 س %8 سڭ %2,<br>%4 س %9 سڭ %2,<br>%5 س %10 سڭ %2,<br>%6 س %11 سڭ %2,<br>%7 س %12 سڭ %2"
Translate this app on Weblate!,ⵜⴻⵜⵜⵓⵙⵙⵓⵖⵍ ⵜⵙⵏⵙⵉ ⴰⴷ ⴳ Weblate!,GPL-3.0-only,tettussughl tsnsi ad g Weblate!,ت°تتوسسوغل تسنسي اد ڭ Weblate!
Support Weblate,ⵙⵏⴰⵍ Weblate,GPL-3.0-only,snal Weblate,سنال Weblate
Select a sport below,ⵙⵜⵉ ⴽⵔⴰ ⵏ ⵜⵓⵏⵏⵓⵏⵜ ⴳ ⵡⴰⴷⴷⴰ,GPL-3.0-only,sti kra n tunnunt g wadda,ستي كرا ن توننونت ڭ واددا
Activity Type,ⴰⵏⴰⵡ ⵏ ⵓⵎⵓⵙⵙⵓ,GPL-3.0-only,anaw n umussu,اناو ن وموسسو
Save,ⵃⴹⵓ,GPL-3.0-only,ḥḍu,حضو
Cancel,ⵙⵙⵔ,GPL-3.0-only,ssr,سسر
Choose,ⵙⵜⵉ,GPL-3.0-only,sti,ستي
Distance:,ⴰⵣⴰⵔⵓ:,GPL-3.0-only,azaru:,ازارو:
Time:,ⴰⴽⵓⴷ:,GPL-3.0-only,akud:,اكود:
Recent Activities,ⵉⵎⵓⵙⵙⵓⵜⵏ ⵉⵎⴳⴳⵓⵔⴰ,GPL-3.0-only,imussutn imggura,يموسسوتن يمڭڭورا
Settings,ⵜⵉⵙⵖⴰⵍ,GPL-3.0-only,tisghal,تيسغال
Filter,ⵙⵜⵉ,GPL-3.0-only,sti,ستي
Import,ⵙⵙⴽⵛⵎ,GPL-3.0-only,sskshm,سسكشم
Select the type and the name of your activity,ⵙⵜⵉ ⴰⵏⴰⵡ ⴷ ⵢⵉⵙⵎ ⵏ ⵓⵎⵓⵙⵙⵓ ⵏⵏⴽ,GPL-3.0-only,sti anaw d yism n umussu nnk,ستي اناو د ييسم ن وموسسو ننك
Edit the type and the name of your activity,ⵙⴳⴳⴷ ⴰⵏⴰⵡ ⴷ ⵢⵉⵙⵎ ⵏ ⵓⵎⵓⵙⵙⵓⵏⵏⴽ,GPL-3.0-only,sggd anaw d yism n umussunnk,سڭڭد اناو د ييسم ن وموسسوننك
No saved activities,ⵓⵔ ⵍⵍⵉⵏ ⵉⵎⵓⵙⵙⵓⵜⵏ ⵉⵜⵜⵓⵃⴹⵓⵏ,GPL-3.0-only,ur llin imussutn ittuḥḍun,ور للين يموسسوتن يتتوحضون
Swipe up to log a new activity,ⴰⵍⵉ ⵙ ⵓⴼⵍⵍⴰ ⴰⴷ ⵜⵣⵎⵎⴻⵎⴷ ⴽⵔⴰ ⵏ ⵓⵎⵓⵙⵙⵓ ⴰⵎⴰⵢⵏⵓ,GPL-3.0-only,ali s uflla ad tzmmemd kra n umussu amaynu,الي س وفللا اد تزمم°مد كرا ن وموسسو اماينو
Track information,ⵜⵉⴹⴼⵕⵉ ⵏ ⵡⵓⵎⵍⴰⵏ,GPL-3.0-only,tiḍfṛi n wumlan,تيضفري ن ووملان
Close,ⵇⵇⵏ,GPL-3.0-only,qqn,ققن
Log new Activity,ⵣⵎⵎⴻⵎ ⴽⵔⴰ ⵏ ⵓⵎⵓⵙⵙⵓ ⴰⵎⴰⵢⵏⵓ,GPL-3.0-only,zmmem kra n umussu amaynu,زمم°م كرا ن وموسسو اماينو
Activity Map,ⵜⴰⴽⴰⵕⴹⴰ ⵏ ⵓⵎⵓⵙⵙⵓ,GPL-3.0-only,takaṛḍa n umussu,تاكارضا ن وموسسو
Info,ⵉⵏⵖⵎⵉⵙⵏ,GPL-3.0-only,inghmisn,ينغميسن
Units,ⵉⴼⵔⴷⴰⵙ,GPL-3.0-only,ifrdas,يفرداس
Kilometers,ⵉⴽⵉⵍⵓⵎⵉⵜⵔⵏ,GPL-3.0-only,ikilumitrn,يكيلوميترن
Miles,ⵉⵎⵉⵍⵏ,GPL-3.0-only,imiln,يميلن
Log a point every:,ⵣⵎⵎⴻⵎ ⴽⵓ ⵜⴰⵏⵇⵇⵉⴹⵜ ⵏ:,GPL-3.0-only,zmmem ku tanqqiḍt n:,زمم°م كو تانققيضت ن:
between 50 and 3600000,ⵏⴳⵔ 50 ⴷ 3600000,GPL-3.0-only,ngr 50 d 3600000,نڭر 50 د 3600000
ms,ⵎⵉⵍⵍⵉ ⵏ ⵜⵙⵉⵏⵜ,GPL-3.0-only,milli n tsint,ميللي ن تسينت
Altitude offset:,ⴰⵔⵔⴰⵣ ⵏ ⵜⴰⵜⵜⵓⵢⵜ:,GPL-3.0-only,arraz n tattuyt:,ارراز ن تاتتويت:
between -100 and 100,ⵏⴳⵔ -100 ⴷ 100,GPL-3.0-only,ngr -100 d 100,نڭر -100 د 100
meter(s),ⵎⵉⵜⵔ,GPL-3.0-only,mitr,ميتر
Choose sport:,ⵙⵜⵉ ⴽⵔⴰ ⵏ ⵜⵓⵏⵏⵓⵏⵜ:,GPL-3.0-only,sti kra n tunnunt:,ستي كرا ن توننونت:
After,ⴹⴰⵕⵜ,GPL-3.0-only,ḍaṛt,ضارت
Activity in Progress,ⴰⵎⵓⵙⵙⵓ ⵏ ⴷⵖⵉ,GPL-3.0-only,amussu n dghi,اموسسو ن دغي
New Activity,ⴰⵎⵓⵙⵙⵓ ⴰⵎⴰⵢⵏⵓ,GPL-3.0-only,amussu amaynu,اموسسو اماينو
Do you want to cancel the activity?,ⵜⵔⵉⴷ ⴰⴷ ⵜⵙⵙⵔⴷ ⴰⵎⵓⵙⵙⵓ?,GPL-3.0-only,trid ad tssrd amussu?,تريد اد تسسرد اموسسو?
"Yes, cancel","ⵡⴰⵀ, ⵙⵙⵔ",GPL-3.0-only,"wah, ssr","واه, سسر"
"No, continue","ⵓⵀⵓ, ⵙⵓⵍ",GPL-3.0-only,"uhu, sul","وهو, سول"
No data,ⵓⵔ ⵍⵍⵉⵏⵜ ⴽⵔⴰ ⵏ ⵜⵎⵓⵛⴰ,GPL-3.0-only,ur llint kra n tmusha,ور للينت كرا ن تموشا
Do you want to stop the recording?,ⵜⵔⵉⴷ ⴰⴷ ⵜⵙⴱⴷⴷⴻⴷ ⴰⵣⵎⵎⴻⵎ?,GPL-3.0-only,trid ad tsbdded azmmem?,تريد اد تسبدد°د ازمم°م?
"Yes, Stop!","ⵡⴰⵀ, ⵙⴱⴷⴷ!",GPL-3.0-only,"wah, sbdd!","واه, سبدد!"
"No, Continue","ⵓⵀⵓ, ⵙⵓⵍ",GPL-3.0-only,"uhu, sul","وهو, سول"
Start,ⵙⵙⵏⵜ,GPL-3.0-only,ssnt,سسنت
Stop,ⴱⴷⴷ,GPL-3.0-only,bdd,بدد
Run,ⵔⵡⵍ,GPL-3.0-only,rwl,رول
BikeRide,ⴰⵙⴰⵔⴰ ⵙ ⵓⵣⵍⴰⵍⴰⵎ,GPL-3.0-only,asara s uzlalam,اسارا س وزلالام
Walk,ⵜⴰⵡⴰⴷⴰ,GPL-3.0-only,tawada,تاوادا
Drive,ⴰⵏⴷⴰⵀ,GPL-3.0-only,andah,انداه
Hike,ⴰⵙⴰⵔⴰ,GPL-3.0-only,asara,اسارا
Unicycle,ⴰⵣⵍⴰⵍⴰⵎ ⴱⵓ ⵢⴰⵜ ⵜⵙⵖⴰⵍⵜ,GPL-3.0-only,azlalam bu yat tsghalt,ازلالام بو يات تسغالت
Component discovery examples,ⵜⴰⵍⴳⴰⵎⵜ ⵏ ⵉⴼⵔⴷⵉⵙⵏ: %s,GPL-3.0-or-later,talgamt n ifrdisn: %s,تالڭامت ن يفرديسن: %s
Component name:,ⵜⴰⵍⴳⴰⵎⵜ ⵏ ⵉⴼⵔⴷⵉⵙⵏ: %s,GPL-3.0-or-later,talgamt n ifrdisn: %s,تالڭامت ن يفرديسن: %s
:ref:`component` (:ref:`component-check_flags`).,:ref:`component-check_flags`,GPL-3.0-or-later,:ref:`component-check_flags`,:ref:`component-check_flags`
Celery,ⴰⴽⵕⴰⴼⵙ,GPL-3.0-or-later,akṛafs,اكرافس
"MySQL or MariaDB, see :ref:`database-setup`",:ref:`database-setup`,GPL-3.0-or-later,:ref:`database-setup`,:ref:`database-setup`
"PostgreSQL, see :ref:`database-setup`",:ref:`database-setup`,GPL-3.0-or-later,:ref:`database-setup`,:ref:`database-setup`
